SampleUniqueStr	Sample1	Sample2	Sim_NumSNPs	Sim_SNPs_selectionMethod	Sample2_fraction	Sim_reads_per_SNP	Replicate	ibd_m1	ibd_m2	sim_pops
Sim8121	I8_BC	I3_BC	2000119	Random	0.95	2	1	100	100	MXL
Sim8122	I8_BC	I3_BC	2000120	Random	1	2	1	100	100	MXL
Sim8123	I2_BC	I3_BC	2000121	Random	0	2	1	100	100	MXL
Sim8124	I2_BC	I3_BC	2000122	Random	0.0001	2	1	100	100	MXL
Sim8125	I2_BC	I3_BC	2000123	Random	0.0002	2	1	100	100	MXL
Sim8126	I2_BC	I3_BC	2000124	Random	0.0003	2	1	100	100	MXL
Sim8127	I2_BC	I3_BC	2000125	Random	0.0004	2	1	100	100	MXL
Sim8128	I2_BC	I3_BC	2000126	Random	0.0005	2	1	100	100	MXL
Sim8129	I2_BC	I3_BC	2000127	Random	0.0006	2	1	100	100	MXL
Sim8130	I2_BC	I3_BC	2000128	Random	0.0007	2	1	100	100	MXL
Sim8131	I2_BC	I3_BC	2000129	Random	0.0008	2	1	100	100	MXL
Sim8132	I2_BC	I3_BC	2000130	Random	0.0009	2	1	100	100	MXL
Sim8133	I2_BC	I3_BC	2000131	Random	0.001	2	1	100	100	MXL
Sim8134	I2_BC	I3_BC	2000132	Random	0.002	2	1	100	100	MXL
Sim8135	I2_BC	I3_BC	2000133	Random	0.003	2	1	100	100	MXL
Sim8136	I2_BC	I3_BC	2000134	Random	0.004	2	1	100	100	MXL
Sim8137	I2_BC	I3_BC	2000135	Random	0.005	2	1	100	100	MXL
Sim8138	I2_BC	I3_BC	2000136	Random	0.006	2	1	100	100	MXL
Sim8139	I2_BC	I3_BC	2000137	Random	0.007	2	1	100	100	MXL
Sim8140	I2_BC	I3_BC	2000138	Random	0.008	2	1	100	100	MXL
Sim8141	I2_BC	I3_BC	2000139	Random	0.009	2	1	100	100	MXL
Sim8142	I2_BC	I3_BC	2000140	Random	0.01	2	1	100	100	MXL
Sim8143	I2_BC	I3_BC	2000141	Random	0.011	2	1	100	100	MXL
Sim8144	I2_BC	I3_BC	2000142	Random	0.012	2	1	100	100	MXL
Sim8145	I2_BC	I3_BC	2000143	Random	0.013	2	1	100	100	MXL
Sim8146	I2_BC	I3_BC	2000144	Random	0.014	2	1	100	100	MXL
Sim8147	I2_BC	I3_BC	2000145	Random	0.015	2	1	100	100	MXL
Sim8148	I2_BC	I3_BC	2000146	Random	0.016	2	1	100	100	MXL
Sim8149	I2_BC	I3_BC	2000147	Random	0.017	2	1	100	100	MXL
Sim8150	I2_BC	I3_BC	2000148	Random	0.018	2	1	100	100	MXL
Sim8151	I2_BC	I3_BC	2000149	Random	0.019	2	1	100	100	MXL
Sim8152	I2_BC	I3_BC	2000150	Random	0.02	2	1	100	100	MXL
Sim8153	I2_BC	I3_BC	2000151	Random	0.0225	2	1	100	100	MXL
Sim8154	I2_BC	I3_BC	2000152	Random	0.025	2	1	100	100	MXL
Sim8155	I2_BC	I3_BC	2000153	Random	0.0275	2	1	100	100	MXL
Sim8156	I2_BC	I3_BC	2000154	Random	0.03	2	1	100	100	MXL
Sim8157	I2_BC	I3_BC	2000155	Random	0.0325	2	1	100	100	MXL
Sim8158	I2_BC	I3_BC	2000156	Random	0.035	2	1	100	100	MXL
Sim8159	I2_BC	I3_BC	2000157	Random	0.0375	2	1	100	100	MXL
Sim8160	I2_BC	I3_BC	2000158	Random	0.04	2	1	100	100	MXL
Sim8161	I2_BC	I3_BC	2000159	Random	0.0425	2	1	100	100	MXL
Sim8162	I2_BC	I3_BC	2000160	Random	0.045	2	1	100	100	MXL
Sim8163	I2_BC	I3_BC	2000161	Random	0.0475	2	1	100	100	MXL
Sim8164	I2_BC	I3_BC	2000162	Random	0.05	2	1	100	100	MXL
Sim8165	I2_BC	I3_BC	2000163	Random	0.06	2	1	100	100	MXL
Sim8166	I2_BC	I3_BC	2000164	Random	0.07	2	1	100	100	MXL
Sim8167	I2_BC	I3_BC	2000165	Random	0.08	2	1	100	100	MXL
Sim8168	I2_BC	I3_BC	2000166	Random	0.09	2	1	100	100	MXL
Sim8169	I2_BC	I3_BC	2000167	Random	0.1	2	1	100	100	MXL
Sim8170	I2_BC	I3_BC	2000168	Random	0.15	2	1	100	100	MXL
Sim8171	I2_BC	I3_BC	2000169	Random	0.2	2	1	100	100	MXL
Sim8172	I2_BC	I3_BC	2000170	Random	0.25	2	1	100	100	MXL
Sim8173	I2_BC	I3_BC	2000171	Random	0.3	2	1	100	100	MXL
Sim8174	I2_BC	I3_BC	2000172	Random	0.35	2	1	100	100	MXL
Sim8175	I2_BC	I3_BC	2000173	Random	0.4	2	1	100	100	MXL
Sim8176	I2_BC	I3_BC	2000174	Random	0.45	2	1	100	100	MXL
Sim8177	I2_BC	I3_BC	2000175	Random	0.5	2	1	100	100	MXL
Sim8178	I2_BC	I3_BC	2000176	Random	0.6	2	1	100	100	MXL
Sim8179	I2_BC	I3_BC	2000177	Random	0.7	2	1	100	100	MXL
Sim8180	I2_BC	I3_BC	2000178	Random	0.8	2	1	100	100	MXL
Sim8181	I2_BC	I3_BC	2000179	Random	0.9	2	1	100	100	MXL
Sim8182	I2_BC	I3_BC	2000180	Random	0.95	2	1	100	100	MXL
Sim8183	I2_BC	I3_BC	2000181	Random	1	2	1	100	100	MXL
Sim8184	I8_BC	I2_BC	2000182	Random	0	1	1	100	100	SAS
Sim8185	I8_BC	I2_BC	2000183	Random	0.0001	1	1	100	100	SAS
Sim8186	I8_BC	I2_BC	2000184	Random	0.0002	1	1	100	100	SAS
Sim8187	I8_BC	I2_BC	2000185	Random	0.0003	1	1	100	100	SAS
Sim8188	I8_BC	I2_BC	2000186	Random	0.0004	1	1	100	100	SAS
Sim8189	I8_BC	I2_BC	2000187	Random	0.0005	1	1	100	100	SAS
Sim8190	I8_BC	I2_BC	2000188	Random	0.0006	1	1	100	100	SAS
Sim8191	I8_BC	I2_BC	2000189	Random	0.0007	1	1	100	100	SAS
Sim8192	I8_BC	I2_BC	2000190	Random	0.0008	1	1	100	100	SAS
Sim8193	I8_BC	I2_BC	2000191	Random	0.0009	1	1	100	100	SAS
Sim8194	I8_BC	I2_BC	2000192	Random	0.001	1	1	100	100	SAS
Sim8195	I8_BC	I2_BC	2000193	Random	0.002	1	1	100	100	SAS
Sim8196	I8_BC	I2_BC	2000194	Random	0.003	1	1	100	100	SAS
Sim8197	I8_BC	I2_BC	2000195	Random	0.004	1	1	100	100	SAS
Sim8198	I8_BC	I2_BC	2000196	Random	0.005	1	1	100	100	SAS
Sim8199	I8_BC	I2_BC	2000197	Random	0.006	1	1	100	100	SAS
Sim8200	I8_BC	I2_BC	2000198	Random	0.007	1	1	100	100	SAS
Sim8201	I8_BC	I2_BC	2000199	Random	0.008	1	1	100	100	SAS
Sim8202	I8_BC	I2_BC	2000200	Random	0.009	1	1	100	100	SAS
Sim8203	I8_BC	I2_BC	2000201	Random	0.01	1	1	100	100	SAS
Sim8204	I8_BC	I2_BC	2000202	Random	0.011	1	1	100	100	SAS
Sim8205	I8_BC	I2_BC	2000203	Random	0.012	1	1	100	100	SAS
Sim8206	I8_BC	I2_BC	2000204	Random	0.013	1	1	100	100	SAS
Sim8207	I8_BC	I2_BC	2000205	Random	0.014	1	1	100	100	SAS
Sim8208	I8_BC	I2_BC	2000206	Random	0.015	1	1	100	100	SAS
Sim8209	I8_BC	I2_BC	2000207	Random	0.016	1	1	100	100	SAS
Sim8210	I8_BC	I2_BC	2000208	Random	0.017	1	1	100	100	SAS
Sim8211	I8_BC	I2_BC	2000209	Random	0.018	1	1	100	100	SAS
Sim8212	I8_BC	I2_BC	2000210	Random	0.019	1	1	100	100	SAS
Sim8213	I8_BC	I2_BC	2000211	Random	0.02	1	1	100	100	SAS
Sim8214	I8_BC	I2_BC	2000212	Random	0.0225	1	1	100	100	SAS
Sim8215	I8_BC	I2_BC	2000213	Random	0.025	1	1	100	100	SAS
Sim8216	I8_BC	I2_BC	2000214	Random	0.0275	1	1	100	100	SAS
Sim8217	I8_BC	I2_BC	2000215	Random	0.03	1	1	100	100	SAS
Sim8218	I8_BC	I2_BC	2000216	Random	0.0325	1	1	100	100	SAS
Sim8219	I8_BC	I2_BC	2000217	Random	0.035	1	1	100	100	SAS
Sim8220	I8_BC	I2_BC	2000218	Random	0.0375	1	1	100	100	SAS
Sim8221	I8_BC	I2_BC	2000219	Random	0.04	1	1	100	100	SAS
Sim8222	I8_BC	I2_BC	2000220	Random	0.0425	1	1	100	100	SAS
Sim8223	I8_BC	I2_BC	2000221	Random	0.045	1	1	100	100	SAS
Sim8224	I8_BC	I2_BC	2000222	Random	0.0475	1	1	100	100	SAS
Sim8225	I8_BC	I2_BC	2000223	Random	0.05	1	1	100	100	SAS
Sim8226	I8_BC	I2_BC	2000224	Random	0.06	1	1	100	100	SAS
Sim8227	I8_BC	I2_BC	2000225	Random	0.07	1	1	100	100	SAS
Sim8228	I8_BC	I2_BC	2000226	Random	0.08	1	1	100	100	SAS
Sim8229	I8_BC	I2_BC	2000227	Random	0.09	1	1	100	100	SAS
Sim8230	I8_BC	I2_BC	2000228	Random	0.1	1	1	100	100	SAS
Sim8231	I8_BC	I2_BC	2000229	Random	0.15	1	1	100	100	SAS
Sim8232	I8_BC	I2_BC	2000230	Random	0.2	1	1	100	100	SAS
Sim8233	I8_BC	I2_BC	2000231	Random	0.25	1	1	100	100	SAS
Sim8234	I8_BC	I2_BC	2000232	Random	0.3	1	1	100	100	SAS
Sim8235	I8_BC	I2_BC	2000233	Random	0.35	1	1	100	100	SAS
Sim8236	I8_BC	I2_BC	2000234	Random	0.4	1	1	100	100	SAS
Sim8237	I8_BC	I2_BC	2000235	Random	0.45	1	1	100	100	SAS
Sim8238	I8_BC	I2_BC	2000236	Random	0.5	1	1	100	100	SAS
Sim8239	I8_BC	I2_BC	2000237	Random	0.6	1	1	100	100	SAS
Sim8240	I8_BC	I2_BC	2000238	Random	0.7	1	1	100	100	SAS
Sim8241	I8_BC	I2_BC	2000239	Random	0.8	1	1	100	100	SAS
Sim8242	I8_BC	I2_BC	2000240	Random	0.9	1	1	100	100	SAS
Sim8243	I8_BC	I2_BC	2000241	Random	0.95	1	1	100	100	SAS
Sim8244	I8_BC	I2_BC	2000242	Random	1	1	1	100	100	SAS
Sim8245	I8_BC	I3_BC	2000243	Random	0	1	1	100	100	MXL
Sim8246	I8_BC	I3_BC	2000244	Random	0.0001	1	1	100	100	MXL
Sim8247	I8_BC	I3_BC	2000245	Random	0.0002	1	1	100	100	MXL
Sim8248	I8_BC	I3_BC	2000246	Random	0.0003	1	1	100	100	MXL
Sim8249	I8_BC	I3_BC	2000247	Random	0.0004	1	1	100	100	MXL
Sim8250	I8_BC	I3_BC	2000248	Random	0.0005	1	1	100	100	MXL
Sim8251	I8_BC	I3_BC	2000249	Random	0.0006	1	1	100	100	MXL
Sim8252	I8_BC	I3_BC	2000250	Random	0.0007	1	1	100	100	MXL
Sim8253	I8_BC	I3_BC	2000251	Random	0.0008	1	1	100	100	MXL
Sim8254	I8_BC	I3_BC	2000252	Random	0.0009	1	1	100	100	MXL
Sim8255	I8_BC	I3_BC	2000253	Random	0.001	1	1	100	100	MXL
Sim8256	I8_BC	I3_BC	2000254	Random	0.002	1	1	100	100	MXL
Sim8257	I8_BC	I3_BC	2000255	Random	0.003	1	1	100	100	MXL
Sim8258	I8_BC	I3_BC	2000256	Random	0.004	1	1	100	100	MXL
Sim8259	I8_BC	I3_BC	2000257	Random	0.005	1	1	100	100	MXL
Sim8260	I8_BC	I3_BC	2000258	Random	0.006	1	1	100	100	MXL
Sim8261	I8_BC	I3_BC	2000259	Random	0.007	1	1	100	100	MXL
Sim8262	I8_BC	I3_BC	2000260	Random	0.008	1	1	100	100	MXL
Sim8263	I8_BC	I3_BC	2000261	Random	0.009	1	1	100	100	MXL
Sim8264	I8_BC	I3_BC	2000262	Random	0.01	1	1	100	100	MXL
Sim8265	I8_BC	I3_BC	2000263	Random	0.011	1	1	100	100	MXL
Sim8266	I8_BC	I3_BC	2000264	Random	0.012	1	1	100	100	MXL
Sim8267	I8_BC	I3_BC	2000265	Random	0.013	1	1	100	100	MXL
Sim8268	I8_BC	I3_BC	2000266	Random	0.014	1	1	100	100	MXL
Sim8269	I8_BC	I3_BC	2000267	Random	0.015	1	1	100	100	MXL
Sim8270	I8_BC	I3_BC	2000268	Random	0.016	1	1	100	100	MXL
Sim8271	I8_BC	I3_BC	2000269	Random	0.017	1	1	100	100	MXL
Sim8272	I8_BC	I3_BC	2000270	Random	0.018	1	1	100	100	MXL
Sim8273	I8_BC	I3_BC	2000271	Random	0.019	1	1	100	100	MXL
Sim8274	I8_BC	I3_BC	2000272	Random	0.02	1	1	100	100	MXL
Sim8275	I8_BC	I3_BC	2000273	Random	0.0225	1	1	100	100	MXL
Sim8276	I8_BC	I3_BC	2000274	Random	0.025	1	1	100	100	MXL
Sim8277	I8_BC	I3_BC	2000275	Random	0.0275	1	1	100	100	MXL
Sim8278	I8_BC	I3_BC	2000276	Random	0.03	1	1	100	100	MXL
Sim8279	I8_BC	I3_BC	2000277	Random	0.0325	1	1	100	100	MXL
Sim8280	I8_BC	I3_BC	2000278	Random	0.035	1	1	100	100	MXL
Sim8281	I8_BC	I3_BC	2000279	Random	0.0375	1	1	100	100	MXL
Sim8282	I8_BC	I3_BC	2000280	Random	0.04	1	1	100	100	MXL
Sim8283	I8_BC	I3_BC	2000281	Random	0.0425	1	1	100	100	MXL
Sim8284	I8_BC	I3_BC	2000282	Random	0.045	1	1	100	100	MXL
Sim8285	I8_BC	I3_BC	2000283	Random	0.0475	1	1	100	100	MXL
Sim8286	I8_BC	I3_BC	2000284	Random	0.05	1	1	100	100	MXL
Sim8287	I8_BC	I3_BC	2000285	Random	0.06	1	1	100	100	MXL
Sim8288	I8_BC	I3_BC	2000286	Random	0.07	1	1	100	100	MXL
Sim8289	I8_BC	I3_BC	2000287	Random	0.08	1	1	100	100	MXL
Sim8290	I8_BC	I3_BC	2000288	Random	0.09	1	1	100	100	MXL
Sim8291	I8_BC	I3_BC	2000289	Random	0.1	1	1	100	100	MXL
Sim8292	I8_BC	I3_BC	2000290	Random	0.15	1	1	100	100	MXL
Sim8293	I8_BC	I3_BC	2000291	Random	0.2	1	1	100	100	MXL
Sim8294	I8_BC	I3_BC	2000292	Random	0.25	1	1	100	100	MXL
Sim8295	I8_BC	I3_BC	2000293	Random	0.3	1	1	100	100	MXL
Sim8296	I8_BC	I3_BC	2000294	Random	0.35	1	1	100	100	MXL
Sim8297	I8_BC	I3_BC	2000295	Random	0.4	1	1	100	100	MXL
Sim8298	I8_BC	I3_BC	2000296	Random	0.45	1	1	100	100	MXL
Sim8299	I8_BC	I3_BC	2000297	Random	0.5	1	1	100	100	MXL
Sim8300	I8_BC	I3_BC	2000298	Random	0.6	1	1	100	100	MXL
Sim8301	I8_BC	I3_BC	2000299	Random	0.7	1	1	100	100	MXL
Sim8302	I8_BC	I3_BC	2000300	Random	0.8	1	1	100	100	MXL
Sim8303	I8_BC	I3_BC	2000301	Random	0.9	1	1	100	100	MXL
Sim8304	I8_BC	I3_BC	2000302	Random	0.95	1	1	100	100	MXL
Sim8305	I8_BC	I3_BC	2000303	Random	1	1	1	100	100	MXL
Sim8306	I2_BC	I3_BC	2000304	Random	0	1	1	100	100	MXL
Sim8307	I2_BC	I3_BC	2000305	Random	0.0001	1	1	100	100	MXL
Sim8308	I2_BC	I3_BC	2000306	Random	0.0002	1	1	100	100	MXL
Sim8309	I2_BC	I3_BC	2000307	Random	0.0003	1	1	100	100	MXL
Sim8310	I2_BC	I3_BC	2000308	Random	0.0004	1	1	100	100	MXL
Sim8311	I2_BC	I3_BC	2000309	Random	0.0005	1	1	100	100	MXL
Sim8312	I2_BC	I3_BC	2000310	Random	0.0006	1	1	100	100	MXL
Sim8313	I2_BC	I3_BC	2000311	Random	0.0007	1	1	100	100	MXL
Sim8314	I2_BC	I3_BC	2000312	Random	0.0008	1	1	100	100	MXL
Sim8315	I2_BC	I3_BC	2000313	Random	0.0009	1	1	100	100	MXL
Sim8316	I2_BC	I3_BC	2000314	Random	0.001	1	1	100	100	MXL
Sim8317	I2_BC	I3_BC	2000315	Random	0.002	1	1	100	100	MXL
Sim8318	I2_BC	I3_BC	2000316	Random	0.003	1	1	100	100	MXL
Sim8319	I2_BC	I3_BC	2000317	Random	0.004	1	1	100	100	MXL
Sim8320	I2_BC	I3_BC	2000318	Random	0.005	1	1	100	100	MXL
Sim8321	I2_BC	I3_BC	2000319	Random	0.006	1	1	100	100	MXL
Sim8322	I2_BC	I3_BC	2000320	Random	0.007	1	1	100	100	MXL
Sim8323	I2_BC	I3_BC	2000321	Random	0.008	1	1	100	100	MXL
Sim8324	I2_BC	I3_BC	2000322	Random	0.009	1	1	100	100	MXL
Sim8325	I2_BC	I3_BC	2000323	Random	0.01	1	1	100	100	MXL
Sim8326	I2_BC	I3_BC	2000324	Random	0.011	1	1	100	100	MXL
Sim8327	I2_BC	I3_BC	2000325	Random	0.012	1	1	100	100	MXL
Sim8328	I2_BC	I3_BC	2000326	Random	0.013	1	1	100	100	MXL
Sim8329	I2_BC	I3_BC	2000327	Random	0.014	1	1	100	100	MXL
Sim8330	I2_BC	I3_BC	2000328	Random	0.015	1	1	100	100	MXL
Sim8331	I2_BC	I3_BC	2000329	Random	0.016	1	1	100	100	MXL
Sim8332	I2_BC	I3_BC	2000330	Random	0.017	1	1	100	100	MXL
Sim8333	I2_BC	I3_BC	2000331	Random	0.018	1	1	100	100	MXL
Sim8334	I2_BC	I3_BC	2000332	Random	0.019	1	1	100	100	MXL
Sim8335	I2_BC	I3_BC	2000333	Random	0.02	1	1	100	100	MXL
Sim8336	I2_BC	I3_BC	2000334	Random	0.0225	1	1	100	100	MXL
Sim8337	I2_BC	I3_BC	2000335	Random	0.025	1	1	100	100	MXL
Sim8338	I2_BC	I3_BC	2000336	Random	0.0275	1	1	100	100	MXL
Sim8339	I2_BC	I3_BC	2000337	Random	0.03	1	1	100	100	MXL
Sim8340	I2_BC	I3_BC	2000338	Random	0.0325	1	1	100	100	MXL
Sim8341	I2_BC	I3_BC	2000339	Random	0.035	1	1	100	100	MXL
Sim8342	I2_BC	I3_BC	2000340	Random	0.0375	1	1	100	100	MXL
Sim8343	I2_BC	I3_BC	2000341	Random	0.04	1	1	100	100	MXL
Sim8344	I2_BC	I3_BC	2000342	Random	0.0425	1	1	100	100	MXL
Sim8345	I2_BC	I3_BC	2000343	Random	0.045	1	1	100	100	MXL
Sim8346	I2_BC	I3_BC	2000344	Random	0.0475	1	1	100	100	MXL
Sim8347	I2_BC	I3_BC	2000345	Random	0.05	1	1	100	100	MXL
Sim8348	I2_BC	I3_BC	2000346	Random	0.06	1	1	100	100	MXL
Sim8349	I2_BC	I3_BC	2000347	Random	0.07	1	1	100	100	MXL
Sim8350	I2_BC	I3_BC	2000348	Random	0.08	1	1	100	100	MXL
Sim8351	I2_BC	I3_BC	2000349	Random	0.09	1	1	100	100	MXL
Sim8352	I2_BC	I3_BC	2000350	Random	0.1	1	1	100	100	MXL
Sim8353	I2_BC	I3_BC	2000351	Random	0.15	1	1	100	100	MXL
Sim8354	I2_BC	I3_BC	2000352	Random	0.2	1	1	100	100	MXL
Sim8355	I2_BC	I3_BC	2000353	Random	0.25	1	1	100	100	MXL
Sim8356	I2_BC	I3_BC	2000354	Random	0.3	1	1	100	100	MXL
Sim8357	I2_BC	I3_BC	2000355	Random	0.35	1	1	100	100	MXL
Sim8358	I2_BC	I3_BC	2000356	Random	0.4	1	1	100	100	MXL
Sim8359	I2_BC	I3_BC	2000357	Random	0.45	1	1	100	100	MXL
Sim8360	I2_BC	I3_BC	2000358	Random	0.5	1	1	100	100	MXL
Sim8361	I2_BC	I3_BC	2000359	Random	0.6	1	1	100	100	MXL
Sim8362	I2_BC	I3_BC	2000360	Random	0.7	1	1	100	100	MXL
Sim8363	I2_BC	I3_BC	2000361	Random	0.8	1	1	100	100	MXL
Sim8364	I2_BC	I3_BC	2000362	Random	0.9	1	1	100	100	MXL
Sim8365	I2_BC	I3_BC	2000363	Random	0.95	1	1	100	100	MXL
Sim8366	I2_BC	I3_BC	2000364	Random	1	1	1	100	100	MXL
Sim8367	I8_BC	I2_BC	2000365	Random	0	0.33	1	100	100	SAS
Sim8368	I8_BC	I2_BC	2000366	Random	0.0001	0.33	1	100	100	SAS
Sim8369	I8_BC	I2_BC	2000367	Random	0.0002	0.33	1	100	100	SAS
Sim8370	I8_BC	I2_BC	2000368	Random	0.0003	0.33	1	100	100	SAS
Sim8371	I8_BC	I2_BC	2000369	Random	0.0004	0.33	1	100	100	SAS
Sim8372	I8_BC	I2_BC	2000370	Random	0.0005	0.33	1	100	100	SAS
Sim8373	I8_BC	I2_BC	2000371	Random	0.0006	0.33	1	100	100	SAS
Sim8374	I8_BC	I2_BC	2000372	Random	0.0007	0.33	1	100	100	SAS
Sim8375	I8_BC	I2_BC	2000373	Random	0.0008	0.33	1	100	100	SAS
Sim8376	I8_BC	I2_BC	2000374	Random	0.0009	0.33	1	100	100	SAS
Sim8377	I8_BC	I2_BC	2000375	Random	0.001	0.33	1	100	100	SAS
Sim8378	I8_BC	I2_BC	2000376	Random	0.002	0.33	1	100	100	SAS
Sim8379	I8_BC	I2_BC	2000377	Random	0.003	0.33	1	100	100	SAS
Sim8380	I8_BC	I2_BC	2000378	Random	0.004	0.33	1	100	100	SAS
Sim8381	I8_BC	I2_BC	2000379	Random	0.005	0.33	1	100	100	SAS
Sim8382	I8_BC	I2_BC	2000380	Random	0.006	0.33	1	100	100	SAS
Sim8383	I8_BC	I2_BC	2000381	Random	0.007	0.33	1	100	100	SAS
Sim8384	I8_BC	I2_BC	2000382	Random	0.008	0.33	1	100	100	SAS
Sim8385	I8_BC	I2_BC	2000383	Random	0.009	0.33	1	100	100	SAS
Sim8386	I8_BC	I2_BC	2000384	Random	0.01	0.33	1	100	100	SAS
Sim8387	I8_BC	I2_BC	2000385	Random	0.011	0.33	1	100	100	SAS
Sim8388	I8_BC	I2_BC	2000386	Random	0.012	0.33	1	100	100	SAS
Sim8389	I8_BC	I2_BC	2000387	Random	0.013	0.33	1	100	100	SAS
Sim8390	I8_BC	I2_BC	2000388	Random	0.014	0.33	1	100	100	SAS
Sim8391	I8_BC	I2_BC	2000389	Random	0.015	0.33	1	100	100	SAS
Sim8392	I8_BC	I2_BC	2000390	Random	0.016	0.33	1	100	100	SAS
Sim8393	I8_BC	I2_BC	2000391	Random	0.017	0.33	1	100	100	SAS
Sim8394	I8_BC	I2_BC	2000392	Random	0.018	0.33	1	100	100	SAS
Sim8395	I8_BC	I2_BC	2000393	Random	0.019	0.33	1	100	100	SAS
Sim8396	I8_BC	I2_BC	2000394	Random	0.02	0.33	1	100	100	SAS
Sim8397	I8_BC	I2_BC	2000395	Random	0.0225	0.33	1	100	100	SAS
Sim8398	I8_BC	I2_BC	2000396	Random	0.025	0.33	1	100	100	SAS
Sim8399	I8_BC	I2_BC	2000397	Random	0.0275	0.33	1	100	100	SAS
Sim8400	I8_BC	I2_BC	2000398	Random	0.03	0.33	1	100	100	SAS
Sim8401	I8_BC	I2_BC	2000399	Random	0.0325	0.33	1	100	100	SAS
Sim8402	I8_BC	I2_BC	2000400	Random	0.035	0.33	1	100	100	SAS
Sim8403	I8_BC	I2_BC	2000401	Random	0.0375	0.33	1	100	100	SAS
Sim8404	I8_BC	I2_BC	2000402	Random	0.04	0.33	1	100	100	SAS
Sim8405	I8_BC	I2_BC	2000403	Random	0.0425	0.33	1	100	100	SAS
Sim8406	I8_BC	I2_BC	2000404	Random	0.045	0.33	1	100	100	SAS
Sim8407	I8_BC	I2_BC	2000405	Random	0.0475	0.33	1	100	100	SAS
Sim8408	I8_BC	I2_BC	2000406	Random	0.05	0.33	1	100	100	SAS
Sim8409	I8_BC	I2_BC	2000407	Random	0.06	0.33	1	100	100	SAS
Sim8410	I8_BC	I2_BC	2000408	Random	0.07	0.33	1	100	100	SAS
Sim8411	I8_BC	I2_BC	2000409	Random	0.08	0.33	1	100	100	SAS
Sim8412	I8_BC	I2_BC	2000410	Random	0.09	0.33	1	100	100	SAS
Sim8413	I8_BC	I2_BC	2000411	Random	0.1	0.33	1	100	100	SAS
Sim8414	I8_BC	I2_BC	2000412	Random	0.15	0.33	1	100	100	SAS
Sim8415	I8_BC	I2_BC	2000413	Random	0.2	0.33	1	100	100	SAS
Sim8416	I8_BC	I2_BC	2000414	Random	0.25	0.33	1	100	100	SAS
Sim8417	I8_BC	I2_BC	2000415	Random	0.3	0.33	1	100	100	SAS
Sim8418	I8_BC	I2_BC	2000416	Random	0.35	0.33	1	100	100	SAS
Sim8419	I8_BC	I2_BC	2000417	Random	0.4	0.33	1	100	100	SAS
Sim8420	I8_BC	I2_BC	2000418	Random	0.45	0.33	1	100	100	SAS
Sim8421	I8_BC	I2_BC	2000419	Random	0.5	0.33	1	100	100	SAS
Sim8422	I8_BC	I2_BC	2000420	Random	0.6	0.33	1	100	100	SAS
Sim8423	I8_BC	I2_BC	2000421	Random	0.7	0.33	1	100	100	SAS
Sim8424	I8_BC	I2_BC	2000422	Random	0.8	0.33	1	100	100	SAS
Sim8425	I8_BC	I2_BC	2000423	Random	0.9	0.33	1	100	100	SAS
Sim8426	I8_BC	I2_BC	2000424	Random	0.95	0.33	1	100	100	SAS
Sim8427	I8_BC	I2_BC	2000425	Random	1	0.33	1	100	100	SAS
Sim8428	I8_BC	I3_BC	2000426	Random	0	0.33	1	100	100	MXL
Sim8429	I8_BC	I3_BC	2000427	Random	0.0001	0.33	1	100	100	MXL
Sim8430	I8_BC	I3_BC	2000428	Random	0.0002	0.33	1	100	100	MXL
Sim8431	I8_BC	I3_BC	2000429	Random	0.0003	0.33	1	100	100	MXL
Sim8432	I8_BC	I3_BC	2000430	Random	0.0004	0.33	1	100	100	MXL
Sim8433	I8_BC	I3_BC	2000431	Random	0.0005	0.33	1	100	100	MXL
Sim8434	I8_BC	I3_BC	2000432	Random	0.0006	0.33	1	100	100	MXL
Sim8435	I8_BC	I3_BC	2000433	Random	0.0007	0.33	1	100	100	MXL
Sim8436	I8_BC	I3_BC	2000434	Random	0.0008	0.33	1	100	100	MXL
Sim8437	I8_BC	I3_BC	2000435	Random	0.0009	0.33	1	100	100	MXL
Sim8438	I8_BC	I3_BC	2000436	Random	0.001	0.33	1	100	100	MXL
Sim8439	I8_BC	I3_BC	2000437	Random	0.002	0.33	1	100	100	MXL
Sim8440	I8_BC	I3_BC	2000438	Random	0.003	0.33	1	100	100	MXL
Sim8441	I8_BC	I3_BC	2000439	Random	0.004	0.33	1	100	100	MXL
Sim8442	I8_BC	I3_BC	2000440	Random	0.005	0.33	1	100	100	MXL
Sim8443	I8_BC	I3_BC	2000441	Random	0.006	0.33	1	100	100	MXL
Sim8444	I8_BC	I3_BC	2000442	Random	0.007	0.33	1	100	100	MXL
Sim8445	I8_BC	I3_BC	2000443	Random	0.008	0.33	1	100	100	MXL
Sim8446	I8_BC	I3_BC	2000444	Random	0.009	0.33	1	100	100	MXL
Sim8447	I8_BC	I3_BC	2000445	Random	0.01	0.33	1	100	100	MXL
Sim8448	I8_BC	I3_BC	2000446	Random	0.011	0.33	1	100	100	MXL
Sim8449	I8_BC	I3_BC	2000447	Random	0.012	0.33	1	100	100	MXL
Sim8450	I8_BC	I3_BC	2000448	Random	0.013	0.33	1	100	100	MXL
Sim8451	I8_BC	I3_BC	2000449	Random	0.014	0.33	1	100	100	MXL
Sim8452	I8_BC	I3_BC	2000450	Random	0.015	0.33	1	100	100	MXL
Sim8453	I8_BC	I3_BC	2000451	Random	0.016	0.33	1	100	100	MXL
